"FID","TILE","NM_MACRORH","GEOMETRY","ORDEMFINAL"
"480","092088","PARNAÍBA","POLYGON ((-41.684608 -3.669117, -41.684608 -3.316954, -41.164015 -3.316954, -41.164015 -3.669117, -41.684608 -3.669117))",344
"481","092089","PARNAÍBA","POLYGON ((-41.640783 -4.656037, -41.640783 -4.304634, -41.118289 -4.304634, -41.118289 -4.656037, -41.640783 -4.656037))",345
"482","092090","PARNAÍBA","POLYGON ((-41.596645 -5.640785, -41.596645 -5.290044, -41.072235 -5.290044, -41.072235 -5.640785, -41.596645 -5.640785))",21
"483","092091","PARNAÍBA","POLYGON ((-41.552191 -6.623635, -41.552191 -6.273457, -41.025851 -6.273457, -41.025851 -6.623635, -41.552191 -6.623635))",346
"484","092092","PARNAÍBA","POLYGON ((-41.507417 -7.604859, -41.507417 -7.255148, -40.979134 -7.255148, -40.979134 -7.604859, -41.507417 -7.604859))",347
"485","092093","PARNAÍBA","POLYGON ((-41.46232 -8.584729, -41.46232 -8.235388, -40.932079 -8.235388, -40.932079 -8.584729, -41.46232 -8.584729))",348
"486","092094","SÃO FRANCISCO","POLYGON ((-41.416897 -9.563516, -41.416897 -9.214447, -40.884683 -9.214447, -40.884683 -9.563516, -41.416897 -9.563516))",24
"487","092095","SÃO FRANCISCO","POLYGON ((-41.371143 -10.541492, -41.371143 -10.192598, -40.836942 -10.192598, -40.836942 -10.541492, -41.371143 -10.541492))",397
"488","092096","SÃO FRANCISCO","POLYGON ((-41.325056 -11.518928, -41.325056 -11.170111, -40.788853 -11.170111, -40.788853 -11.518928, -41.325056 -11.518928))",398
"489","092097","ATLÂNTICO LESTE","POLYGON ((-41.278631 -12.496099, -41.278631 -12.14726, -40.740411 -12.14726, -40.740411 -12.496099, -41.278631 -12.496099))",28
"490","092098","ATLÂNTICO LESTE","POLYGON ((-41.231866 -13.473281, -41.231866 -13.124321, -40.691613 -13.124321, -40.691613 -13.473281, -41.231866 -13.473281))",408
"491","092099","ATLÂNTICO LESTE","POLYGON ((-41.184755 -14.450755, -41.184755 -14.101573, -40.642455 -14.101573, -40.642455 -14.450755, -41.184755 -14.450755))",409
"492","092100","ATLÂNTICO LESTE","POLYGON ((-41.137296 -15.428804, -41.137296 -15.079298, -40.592932 -15.079298, -40.592932 -15.428804, -41.137296 -15.428804))",29
"493","092101","ATLÂNTICO LESTE","POLYGON ((-41.089484 -16.407719, -41.089484 -16.057783, -40.543041 -16.057783, -40.543041 -16.407719, -41.089484 -16.407719))",410
"494","092102","ATLÂNTICO LESTE","POLYGON ((-41.041316 -17.387793, -41.041316 -17.037321, -40.492778 -17.037321, -40.492778 -17.387793, -41.041316 -17.387793))",30
"495","092103","ATLÂNTICO LESTE","POLYGON ((-40.992787 -18.369329, -40.992787 -18.01821, -40.442138 -18.01821, -40.442138 -18.369329, -40.992787 -18.369329))",411
"496","092104","ATLÂNTICO SUDESTE","POLYGON ((-40.943894 -19.352636, -40.943894 -19.000759, -40.391118 -19.000759, -40.391118 -19.352636, -40.943894 -19.352636))",437
"497","092105","ATLÂNTICO SUDESTE","POLYGON ((-40.894632 -20.338033, -40.894632 -19.985281, -40.339712 -19.985281, -40.339712 -20.338033, -40.894632 -20.338033))",36
"498","092106","ATLÂNTICO SUDESTE","POLYGON ((-40.844997 -21.325847, -40.844997 -20.972101, -40.287917 -20.972101, -40.287917 -21.325847, -40.844997 -21.325847))",438
"499","092107","ATLÂNTICO SUDESTE","POLYGON ((-40.794985 -22.316419, -40.794985 -21.961554, -40.235727 -21.961554, -40.235727 -22.316419, -40.794985 -22.316419))",439
"500","093087","ATLÂNTICO NORDESTE ORIENTAL","POLYGON ((-40.217451 -2.609052, -40.217451 -2.253312, -39.697229 -2.253312, -39.697229 -2.609052, -40.217451 -2.609052))",349
"501","093088","ATLÂNTICO NORDESTE ORIENTAL","POLYGON ((-40.168595 -3.598356, -40.168595 -3.243481, -39.646476 -3.243481, -39.646476 -3.598356, -40.168595 -3.598356))",350
"502","093089","ATLÂNTICO NORDESTE ORIENTAL","POLYGON ((-40.119392 -4.585191, -40.119392 -4.23108, -39.595362 -4.23108, -39.595362 -4.585191, -40.119392 -4.585191))",351
"503","093090","ATLÂNTICO NORDESTE ORIENTAL","POLYGON ((-40.069839 -5.569833, -40.069839 -5.216387, -39.543883 -5.216387, -39.543883 -5.569833, -40.069839 -5.569833))",352
"504","093091","ATLÂNTICO NORDESTE ORIENTAL","POLYGON ((-40.01993 -6.552557, -40.01993 -6.199677, -39.492034 -6.199677, -39.492034 -6.552557, -40.01993 -6.552557))",353
"505","093092","ATLÂNTICO NORDESTE ORIENTAL","POLYGON ((-39.969663 -7.533635, -39.969663 -7.181223, -39.439813 -7.181223, -39.439813 -7.533635, -39.969663 -7.533635))",354
"506","093093","SÃO FRANCISCO","POLYGON ((-39.919033 -8.513337, -39.919033 -8.161297, -39.387215 -8.161297, -39.387215 -8.513337, -39.919033 -8.513337))",399
"507","093094","SÃO FRANCISCO","POLYGON ((-39.868037 -9.491936, -39.868037 -9.140168, -39.334236 -9.140168, -39.334236 -9.491936, -39.868037 -9.491936))",400
"508","093095","ATLÂNTICO LESTE","POLYGON ((-39.81667 -10.469701, -39.81667 -10.118108, -39.280872 -10.118108, -39.280872 -10.469701, -39.81667 -10.469701))",412
"509","093096","ATLÂNTICO LESTE","POLYGON ((-39.764929 -11.446906, -39.764929 -11.095389, -39.227118 -11.095389, -39.227118 -11.446906, -39.764929 -11.446906))",413
"510","093097","ATLÂNTICO LESTE","POLYGON ((-39.71281 -12.423823, -39.71281 -12.072283, -39.172971 -12.072283, -39.172971 -12.423823, -39.71281 -12.423823))",414
"511","093098","ATLÂNTICO LESTE","POLYGON ((-39.660308 -13.400729, -39.660308 -13.049066, -39.118425 -13.049066, -39.118425 -13.400729, -39.660308 -13.400729))",415
"512","093099","ATLÂNTICO LESTE","POLYGON ((-39.607419 -14.377904, -39.607419 -14.026016, -39.063477 -14.026016, -39.063477 -14.377904, -39.607419 -14.377904))",416
"513","093100","ATLÂNTICO LESTE","POLYGON ((-39.554138 -15.355631, -39.554138 -15.003414, -39.008123 -15.003414, -39.008123 -15.355631, -39.554138 -15.355631))",417
"514","093101","ATLÂNTICO LESTE","POLYGON ((-39.500462 -16.334198, -39.500462 -15.981548, -38.952356 -15.981548, -38.952356 -16.334198, -39.500462 -16.334198))",418
"515","093102","ATLÂNTICO LESTE","POLYGON ((-39.446386 -17.3139, -39.446386 -16.960708, -38.896174 -16.960708, -38.896174 -17.3139, -39.446386 -17.3139))",419
"516","093103","ATLÂNTICO LESTE","POLYGON ((-39.391906 -18.295038, -39.391906 -17.941195, -38.839571 -17.941195, -38.839571 -18.295038, -39.391906 -18.295038))",420
"517","093104","ATLÂNTICO SUDESTE","POLYGON ((-39.337016 -19.27792, -39.337016 -18.923312, -38.782543 -18.923312, -38.782543 -19.27792, -39.337016 -19.27792))",440
"518","093105","ATLÂNTICO SUDESTE","POLYGON ((-39.281713 -20.262864, -39.281713 -19.907374, -38.725085 -19.907374, -38.725085 -20.262864, -39.281713 -20.262864))",441
"519","094088","ATLÂNTICO NORDESTE ORIENTAL","POLYGON ((-38.653395 -3.519383, -38.653395 -3.161798, -38.129782 -3.161798, -38.129782 -3.519383, -38.653395 -3.519383))",355
"520","094089","ATLÂNTICO NORDESTE ORIENTAL","POLYGON ((-38.598823 -4.506125, -38.598823 -4.149309, -38.073289 -4.149309, -38.073289 -4.506125, -38.598823 -4.506125))",356
"521","094090","ATLÂNTICO NORDESTE ORIENTAL","POLYGON ((-38.543862 -5.490651, -38.543862 -5.134504, -38.016393 -5.134504, -38.016393 -5.490651, -38.543862 -5.490651))",NA
"522","094091","ATLÂNTICO NORDESTE ORIENTAL","POLYGON ((-38.488508 -6.473235, -38.488508 -6.117659, -37.95909 -6.117659, -37.95909 -6.473235, -38.488508 -6.473235))",357
"523","094092","ATLÂNTICO NORDESTE ORIENTAL","POLYGON ((-38.432757 -7.454151, -38.432757 -7.099046, -37.901375 -7.099046, -37.901375 -7.454151, -38.432757 -7.454151))",358
"524","094093","SÃO FRANCISCO","POLYGON ((-38.376603 -8.433668, -38.376603 -8.078936, -37.843243 -8.078936, -37.843243 -8.433668, -38.376603 -8.433668))",401
"525","094094","SÃO FRANCISCO","POLYGON ((-38.320044 -9.412058, -38.320044 -9.057601, -37.784691 -9.057601, -37.784691 -9.412058, -38.320044 -9.412058))",402
"526","094095","ATLÂNTICO LESTE","POLYGON ((-38.263074 -10.389591, -38.263074 -10.035309, -37.725713 -10.035309, -37.725713 -10.389591, -38.263074 -10.389591))",421
"527","094096","ATLÂNTICO LESTE","POLYGON ((-38.205689 -11.366539, -38.205689 -11.012334, -37.666305 -11.012334, -37.666305 -11.366539, -38.205689 -11.366539))",27
"528","094097","ATLÂNTICO LESTE","POLYGON ((-38.147884 -12.343175, -38.147884 -11.988946, -37.606462 -11.988946, -37.606462 -12.343175, -38.147884 -12.343175))",422
"529","094098","ATLÂNTICO LESTE","POLYGON ((-38.089655 -13.319775, -38.089655 -12.965422, -37.546179 -12.965422, -37.546179 -13.319775, -38.089655 -13.319775))",423
"530","095089","ATLÂNTICO NORDESTE ORIENTAL","POLYGON ((-37.079165 -4.41884, -37.079165 -4.059323, -36.55216 -4.059323, -36.55216 -4.41884, -37.079165 -4.41884))",359
"531","095090","ATLÂNTICO NORDESTE ORIENTAL","POLYGON ((-37.018807 -5.40324, -37.018807 -5.044398, -36.489858 -5.044398, -36.489858 -5.40324, -37.018807 -5.40324))",360
"532","095091","ATLÂNTICO NORDESTE ORIENTAL","POLYGON ((-36.958017 -6.385674, -36.958017 -6.027406, -36.427109 -6.027406, -36.427109 -6.385674, -36.958017 -6.385674))",361
"533","095092","ATLÂNTICO NORDESTE ORIENTAL","POLYGON ((-36.896791 -7.366412, -36.896791 -7.008621, -36.36391 -7.008621, -36.36391 -7.366412, -36.896791 -7.366412))",23
"534","095093","ATLÂNTICO NORDESTE ORIENTAL","POLYGON ((-36.835124 -8.345728, -36.835124 -7.988312, -36.300256 -7.988312, -36.300256 -8.345728, -36.835124 -8.345728))",362
"535","095094","ATLÂNTICO NORDESTE ORIENTAL","POLYGON ((-36.773012 -9.323889, -36.773012 -8.966751, -36.236141 -8.966751, -36.236141 -9.323889, -36.773012 -9.323889))",363
"536","095095","SÃO FRANCISCO","POLYGON ((-36.710449 -10.301168, -36.710449 -9.944207, -36.17156 -9.944207, -36.17156 -10.301168, -36.710449 -10.301168))",403
"537","095096","ATLÂNTICO LESTE","POLYGON ((-36.64743 -11.277835, -36.64743 -10.920951, -36.106509 -10.920951, -36.106509 -11.277835, -36.64743 -11.277835))",424
"538","096090","ATLÂNTICO NORDESTE ORIENTAL","POLYGON ((-35.494761 -5.307605, -35.494761 -4.946072, -34.964366 -4.946072, -34.964366 -5.307605, -35.494761 -5.307605))",364
"539","096091","ATLÂNTICO NORDESTE ORIENTAL","POLYGON ((-35.428546 -6.289876, -35.428546 -5.928923, -34.896184 -5.928923, -34.896184 -6.289876, -35.428546 -6.289876))",365
"540","096092","ATLÂNTICO NORDESTE ORIENTAL","POLYGON ((-35.361857 -7.270424, -35.361857 -6.909951, -34.827512 -6.909951, -34.827512 -7.270424, -35.361857 -7.270424))",366
"541","096093","ATLÂNTICO NORDESTE ORIENTAL","POLYGON ((-35.294688 -8.24952, -35.294688 -7.889428, -34.758346 -7.889428, -34.758346 -8.24952, -35.294688 -8.24952))",367
"542","096094","ATLÂNTICO NORDESTE ORIENTAL","POLYGON ((-35.227034 -9.227435, -35.227034 -8.867623, -34.68868 -8.867623, -34.68868 -9.227435, -35.227034 -9.227435))",368
"543","096095","ATLÂNTICO NORDESTE ORIENTAL","POLYGON ((-35.158889 -10.204438, -35.158889 -9.844807, -34.618509 -9.844807, -34.618509 -10.204438, -35.158889 -10.204438))",369
